country,name,NASA_Carbon_Stock_t_C_ha,CO2_Mitigated_t_ha,Carbon_Value_USD_ha,Elevation_m,Mean_Temp_C,Annual_Precip_mm
USA,University of Notre Dame,10.305644302368163,37.82171458969116,7186.1257720413205,223,9.600000000000001,977.0
USA,J B Sims,0.0,0.0,0.0,177,8.8,838.0
USA,J H Campbell,11.443482704162596,41.997581524276725,7979.540489612577,186,8.8,867.0
USA,James De Young,1.4348298668861388,5.265825611472129,1000.5068661797046,180,8.8,890.0
USA,TES Filer City Station,0.853362329006195,3.1318397474527355,595.0495520160198,195,8.0,834.0
USA,Dan E Karn,0.0,0.0,0.0,178,8.0,757.0
USA,Erickson Station,11.798375339508056,43.300037495994566,8227.007124238968,268,8.1,810.0
USA,Eckert Station,13.666790466308592,50.15712101135253,9529.85299215698,262,8.1,789.0
USA,T B Simon Power Plant,38.167369232177734,140.0742450820923,26614.106565597536,269,8.1,781.0
USA,St Clair,0.0,0.0,0.0,176,8.8,792.0
USA,Belle River,0.0,0.0,0.0,181,8.8,792.0
USA,MSC Sebewaing,0.0,0.0,0.0,179,7.7,719.0
USA,Avon Lake,20.38270362854004,74.80452231674194,14212.859240180967,186,10.100000000000001,898.0
USA,ArcelorMittal Warren,24.536655654907225,90.04952625350951,17109.409988166808,270,9.5,934.0
USA,Painesville,11.462839832305908,42.068622184562685,7993.03821506691,195,9.5,965.0
USA,Scrubgrass Generating Company LP,0.0,0.0,0.0,343,8.5,1098.0
USA,New Castle Plant,39.202447128295894,143.87298096084592,27335.866382560725,272,9.8,946.0
USA,FirstEnergy W H Sammis,0.0,0.0,0.0,266,10.100000000000001,957.0
USA,FirstEnergy Bruce Mansfield,19.416351470947266,71.25800989837646,13539.021880691527,236,10.3,932.0
USA,Cheswick Power Plant,40.50853019714355,148.66630582351684,28246.5981064682,232,10.3,988.0
USA,FirstEnergy Fort Martin Power Station,80.65360214233398,295.9987198623657,56239.75677384948,270,11.100000000000001,1031.0
USA,Longview Power Plant,0.0,0.0,0.0,349,10.8,1055.0
USA,Morgantown Energy Facility,30.205822677612304,110.85536922683715,21062.52015309906,277,10.9,1063.0
USA,Cardinal,21.083809432983397,77.37758061904907,14701.740317619324,202,10.700000000000001,970.0
USA,Mitchell (WV),70.95145416259766,260.3918367767334,49474.448987579344,213,11.0,1030.0
USA,Dover,7.1104617786407465,26.095394727611538,4958.124998246192,269,10.0,965.0
USA,Orrville,8.828794841766356,32.40167706928253,6156.3186431636805,314,9.600000000000001,942.0
USA,Morton Salt Rittman,11.724855365753173,43.03021919231414,8175.741646539687,292,9.600000000000001,936.0
USA,Conesville,74.28351577758788,272.62050290374754,51797.895551712034,226,10.5,979.0
USA,River Rouge,0.0,0.0,0.0,176,9.5,825.0
USA,Trenton Channel,2.8414086627960202,10.427969792461393,1981.3142605676649,178,9.5,828.0
USA,Monroe (MI),2.727520251274109,10.009999322175979,1901.899871213436,178,9.700000000000001,834.0
USA,Whitewater Valley,11.187843647003174,41.05938618450165,7801.283375055313,300,10.3,1012.0
USA,Hamilton (OH),8.518683662414551,31.263569041061402,5940.078117801666,180,11.5,1023.0
USA,Wausau Paper Middletown,3.457118272781372,12.687624061107636,2410.6485716104507,196,11.3,1006.0
USA,W H Zimmer,20.72753536224365,76.07005477943419,14453.310408092495,163,11.9,1077.0
USA,H L Spurlock,0.0,0.0,0.0,164,12.0,1104.0
USA,J M Stuart,11.071466903686522,40.632283536529535,7720.133871940611,159,12.100000000000001,1100.0
USA,Procter & Gamble Cincinnati Plant,1.2217976927757261,4.483997532486915,851.9595311725137,166,12.0,1041.0
USA,East Campus Utility Plant,2.01329843044281,7.388805239725113,1403.8729955477716,217,11.9,1054.0
USA,Miami Fort,0.0,0.0,0.0,191,12.0,1064.0
USA,East Bend,80.99545944213867,297.2533361526489,56478.13386900329,152,12.200000000000001,1077.0
USA,E W Brown,0.0,0.0,0.0,254,13.0,1200.0
USA,Killen Station,0.0,0.0,0.0,160,12.100000000000001,1073.0
USA,P H Glatfelter Co -Chillicothe Facility,32.5714998626709,119.5374044960022,22712.106854240417,188,11.4,996.0
USA,Kyger Creek,9.64517026901245,35.39777488727569,6725.5772285823805,173,12.0,1038.0
USA,General James M Gavin,9.657305564880371,35.44231142311096,6734.039170391082,171,12.0,1037.0
USA,Mountaineer,9.055495471954345,33.233668382072445,6314.3969925937645,179,11.9,1048.0
USA,John E Amos,4.155097694396972,15.24920853843689,2897.349622303009,192,12.5,1080.0
USA,FirstEnergy Pleasants Power Station,0.0,0.0,0.0,184,11.600000000000001,1030.0
USA,FirstEnergy Harrison Power Station,163.481614074707,599.9775236541748,113995.7294942932,304,10.9,1101.0
USA,Grant Town Power Plant,60.876725616455076,223.4175830123901,42449.340772354124,356,10.700000000000001,1090.0
USA,Virginia Tech Power Plant,26.51171203613281,97.29798317260742,18486.616802795408,629,11.100000000000001,987.0
USA,Kanawha River,89.69048812866211,329.16409143218993,62541.177372116086,233,12.5,1120.0
USA,Marshall (NC),33.664158782958985,123.54746273345947,23474.0179193573,253,14.700000000000001,1172.0
USA,Belews Creek,60.219710998535156,221.006339364624,41991.20447927856,240,14.3,1143.0
USA,Ingredion Winston Salem,34.48502723693847,126.56004995956418,24046.409492317194,240,14.8,1131.0
USA,Sonoco Products Co,23.792572059631347,87.31873945884703,16590.560497180937,53,16.7,1158.0
USA,G G Allen,0.0,0.0,0.0,206,15.5,1166.0
USA,James E. Rogers Energy Complex,57.85220863342285,212.31760568466186,40340.34508008575,226,15.200000000000001,1287.0
USA,Canton North Carolina,0.0,0.0,0.0,818,11.8,1236.0
USA,Asheville,0.0,0.0,0.0,667,12.700000000000001,1202.0
USA,Virginia City Hybrid Energy Center,83.17982345581055,305.2699520828247,58001.290895736696,563,12.100000000000001,1137.0
USA,Bull Run,80.56143234252929,295.66045669708245,56175.48677244566,267,14.100000000000001,1324.0
USA,Cooper,0.0,0.0,0.0,263,13.200000000000001,1277.0
USA,Kingston,29.09134048461914,106.76521957855223,20285.391719924923,256,13.9,1365.0
USA,Gallatin (TN),0.0,0.0,0.0,146,14.3,1287.0
USA,Mill Creek (KY),0.0,0.0,0.0,141,13.3,1144.0
USA,R Gallagher,27.956010360717773,102.59855802383423,19493.726024528503,134,13.100000000000001,1124.0
USA,Ghent,36.57049446105957,134.2137146720886,25500.605787696833,144,12.4,1104.0
USA,Trimble County,41.25356941223144,151.4005997428894,28766.113951148986,200,12.700000000000001,1126.0
USA,Clifty Creek,0.0,0.0,0.0,190,12.600000000000001,1115.0
USA,Cayuga,0.0,0.0,0.0,153,11.0,1013.0
USA,Merom,0.0,0.0,0.0,151,12.0,1056.0
USA,Edwardsport,16.473429718017577,60.45748706512451,11486.922542373657,150,12.3,1094.0
USA,AES Petersburg,38.25039520263672,140.37895039367675,26672.00057479858,130,12.700000000000001,1117.0
USA,Kenneth C Coleman,2.933136734962463,10.76461181731224,2045.2762452893255,117,13.100000000000001,1179.0
USA,Paradise,6.4413387584686275,23.639713243579862,4491.545516280174,120,13.600000000000001,1237.0
USA,D B Wilson,0.0,0.0,0.0,125,13.600000000000001,1201.0
USA,Rockport,7.200538806915283,26.425977421379088,5020.935710062026,123,13.200000000000001,1156.0
USA,Elmer Smith,7.589641914367675,27.853985825729367,5292.2573068885795,123,13.3,1161.0
USA,F B Culley,0.694483139514923,2.5487531220197672,484.26309318375576,120,13.3,1132.0
USA,Warrick,0.694483139514923,2.5487531220197672,484.26309318375576,120,13.3,1132.0
USA,Robert A Reid,8.19811445236206,30.087080040168757,5716.5452076320635,124,13.700000000000001,1162.0
USA,R D Green,8.19811445236206,30.087080040168757,5716.5452076320635,124,13.700000000000001,1162.0
USA,HMP&L Station Two Henderson,8.19811445236206,30.087080040168757,5716.5452076320635,124,13.700000000000001,1162.0
USA,A B Brown,8.974721393585204,32.937227514457696,6258.073227746962,137,13.5,1129.0
USA,SABIC Innovative Plastics Mt. Vernon,6.985852899551391,25.638080141353605,4871.235226857185,123,13.4,1125.0
USA,Gibson,0.0,0.0,0.0,122,12.9,1106.0
USA,Newton,0.6848716974258422,2.5134791295528407,477.5610346150397,166,11.9,1034.0
USA,Archer Daniels Midland Decatur,5.423682994842529,19.90491659107208,3781.934152303695,208,11.200000000000001,983.0
USA,Tate & Lyle Decatur Plant Cogen,2.652611894607544,9.735085653209685,1849.6662741098403,207,11.3,981.0
USA,Kincaid Generation LLC,1.0408569979667663,3.8199451825380324,725.7895846822262,185,11.700000000000001,944.0
USA,Dallman,0.0558169325441122,0.20484814243689176,38.921147063009435,171,11.5,920.0
USA,Coffeen,17.266753730773925,63.3689861919403,12040.107376468657,191,12.100000000000001,969.0
USA,Baldwin Energy Complex,1.5068290066719054,5.5300624544858925,1050.7118663523195,133,13.100000000000001,1017.0
USA,Prairie State Generating Station,0.9518180632591247,3.4931722921609873,663.7027355105876,139,13.0,1013.0
USA,SIUC,3.107814803123474,11.405680327463148,2167.0792622179983,128,13.100000000000001,1138.0
USA,Marion,28.05308197021484,102.95481083068846,19561.414057830807,162,13.0,1167.0
USA,Sikeston Power Station,5.108679418563843,18.7488534661293,3562.282158564567,92,14.200000000000001,1213.0
USA,New Madrid,0.0,0.0,0.0,91,14.600000000000001,1245.0
USA,Joppa Steam,0.0,0.0,0.0,94,14.100000000000001,1206.0
USA,Shawnee,3.760725231170654,13.8018615983963,2622.353703695297,98,14.0,1223.0
USA,Cumberland (TN),0.0,0.0,0.0,125,14.3,1298.0
USA,Johnsonville,3.258153700828552,11.957424082040786,2271.9105755877495,127,14.200000000000001,1365.0
USA,Plum Point Energy Station,8.349192924499512,30.641538032913207,5821.89222625351,74,15.5,1265.0
USA,Red Hills Generating Facility,0.0,0.0,0.0,168,16.5,1447.0
USA,Kemper County IGCC Project,0.0,0.0,0.0,146,17.1,1431.0
USA,Greene County,4.507216701507568,16.541485294532773,3142.882205961227,32,17.5,1380.0
USA,Gorgas,0.0,0.0,0.0,116,16.400000000000002,1446.0
USA,James H Miller Jr,5.544966030120849,20.350025330543517,3866.504812803268,98,16.5,1433.0
USA,E C Gaston,17.655924072265623,64.79724134521484,12311.47585559082,130,16.8,1416.0
USA,Gadsden,9.587932586669922,35.187712593078615,6685.665392684937,172,15.9,1396.0
USA,Inland Paperboard Packaging Rome,25.419235992431638,93.28859609222411,17724.83325752258,186,15.5,1377.0
USA,Hammond,46.08905944824218,169.1468481750488,32137.901153259274,179,15.5,1374.0
USA,Wansley,78.11361846923828,286.67697978210447,54468.62615859985,226,16.1,1354.0
USA,International Paper Prattville Mill,36.090694427490234,132.45284854888916,25166.04122428894,62,18.0,1321.0
USA,International Paper Pensacola,0.0,0.0,0.0,48,19.5,1559.0
USA,Crist,11.18281005859375,41.040912915039065,7797.773453857422,13,19.6,1553.0
USA,WestRock Panama City Mill,4.094593782424926,15.02715918149948,2855.1602444849013,6,0.0,0.0
USA,Mobile Energy Services LLC,14.573065872192382,53.48315175094604,10161.798832679748,13,19.400000000000002,1594.0
USA,Charles R Lowman,0.0,0.0,0.0,13,18.400000000000002,1540.0
USA,Barry,0.0,0.0,0.0,8,19.1,1598.0
USA,Victor J Daniel Jr,0.0,0.0,0.0,10,19.3,1631.0
USA,R D Morrow,0.0,0.0,0.0,90,18.7,1562.0
USA,Big Bend,0.45744457542896266,1.678821591824293,318.9761024466157,6,22.400000000000002,1203.0
USA,Polk,0.0,0.0,0.0,45,22.3,1281.0
USA,C D McIntosh Jr,21.061727981567383,77.29654169235229,14686.342921546935,46,22.200000000000003,1226.0
USA,Indiantown Cogeneration LP,16.350054359436033,60.00469949913024,11400.892904834745,15,22.900000000000002,1294.0
USA,Fernandina Beach Mill,4.993908672332763,18.32764482746124,3482.252517217635,12,20.1,1273.0
USA,St Johns River Power Park,17.084230346679686,62.69912537231445,11912.833820739745,9,20.5,1249.0
USA,Northside Generating Station,9.189194393157958,33.7243434228897,6407.625250349043,8,20.5,1249.0
USA,Seminole (FL),45.00040946960449,165.15150275344848,31378.785523155213,30,20.6,1306.0
USA,Stanton Energy Center,10.163703384399414,37.300791420745846,7087.150369941711,28,22.0,1273.0
USA,Crystal River,5.600029363632202,20.55210776453018,3904.9004752607343,13,21.0,1349.0
USA,Deerhaven Generating Station,22.482766914367673,82.51175457572936,15677.233369388578,57,20.3,1329.0
USA,WestRock Southeast  LLC.,24.526506004333495,90.01227703590392,17102.332636821746,63,18.0,1149.0
USA,Crisp Plant,0.0,0.0,0.0,78,18.7,1187.0
USA,Scherer,7.642567653656005,28.04822328891754,5329.162424894333,147,17.3,1217.0
USA,Yates,84.02892303466797,308.38614753723147,58593.36803207398,230,16.1,1329.0
USA,Bowen,2.70023802280426,9.909873543691633,1882.8759733014103,220,15.5,1321.0
USA,Cope,0.0,0.0,0.0,58,17.8,1207.0
USA,Imperial Savannah LP,17.034287109375,62.51583369140625,11878.008401367188,7,18.900000000000002,1251.0
USA,McIntosh,80.24071701049805,294.4834314285278,55951.851971420285,15,18.7,1250.0
USA,Williams,0.0,0.0,0.0,0,18.3,1252.0
USA,Cross,29.72209617614746,109.08009296646118,20725.217663627624,28,17.6,1245.0
USA,Wateree,0.0,0.0,0.0,40,17.5,1150.0
USA,Winyah,18.24914165496826,66.97434987373352,12725.126476009367,8,17.8,1318.0
USA,CPI USA NC Southport,30.043555564880368,110.25984892311095,20949.37129539108,8,17.2,1405.0
USA,Elizabethtown Power LLC,56.089970397949216,205.85019136047362,39111.53635848999,23,16.3,1218.0
USA,Univ of NC Chapel Hill Cogen Facility,46.35433807373047,170.1204207305908,32322.879938812253,146,14.700000000000001,1164.0
USA,CPI USA NC Roxboro,56.82371429443359,208.54303146057129,39623.175977508545,176,14.100000000000001,1116.0
USA,Roxboro,9.506072006225585,34.8872842628479,6628.584009941101,132,14.3,1103.0
USA,Mayo,0.0,0.0,0.0,156,14.100000000000001,1107.0
USA,Mecklenburg Power Station,26.952767333984372,98.91665611572265,18794.164661987303,107,14.200000000000001,1082.0
USA,Roanoke Valley Energy Facility I,45.28845085144043,166.20861462478638,31579.636778709413,30,14.8,1123.0
USA,Roanoke Valley Energy Facility II,45.28845085144043,166.20861462478638,31579.636778709413,30,14.8,1123.0
USA,KapStone Kraft Paper Corp,6.603388481140136,24.2344357257843,4604.542787899018,23,14.8,1119.0
USA,Edgecombe Genco LLC,56.79337471008301,208.43168518600464,39602.02018534088,34,15.200000000000001,1147.0
USA,Yorktown,24.006517944335936,88.10392085571289,16739.74496258545,5,14.8,1113.0
USA,WestRock-West Point Mill,7.448132638931274,27.334646784877776,5193.582889126777,1,14.4,1106.0
USA,James River Genco LLC,0.0,0.0,0.0,16,14.4,1115.0
USA,Hopewell Mill,7.004690084457397,25.707212609958646,4884.370395892142,17,14.4,1115.0
USA,Chesterfield,23.59372604370117,86.5889745803833,16451.905170272825,13,14.4,1098.0
USA,Spruance Genco LLC,13.256175155639648,48.650162821197505,9243.530936027526,21,14.200000000000001,1090.0
USA,Clover,45.749206619262694,167.8995882926941,31900.921775611878,115,13.8,1086.0
USA,Mt Storm,30.73723693847656,112.80565956420897,21433.075317199702,1012,7.5,1262.0
USA,Dickerson,94.44582443237304,346.61617566680906,65857.07337669372,78,12.3,985.0
USA,Birchwood Power,0.0,0.0,0.0,31,13.5,1042.0
USA,Morgantown Generating Plant,25.338343582153318,92.99172094650267,17668.426979835505,6,13.8,1026.0
USA,Chalk Point LLC,14.698463630676269,53.9433615245819,10249.238689670561,10,13.3,1068.0
USA,Brandon Shores,39.281776123046875,144.16411837158202,27391.182490600582,15,13.3,1086.0
USA,Herbert A Wagner,5.29015619277954,19.414873227500912,3688.8259132251733,6,13.4,1084.0
USA,Indian River Generating Station,16.78057273864746,61.58470195083618,11701.093370658873,6,13.0,1099.0
USA,B L England,0.0,0.0,0.0,2,12.3,1068.0
USA,PSEG Mercer Generating Station,0.0,0.0,0.0,6,11.8,1121.0
USA,PSEG Hudson Generating Station,2.5747672033309934,9.449395636224745,1795.3851708827015,3,12.0,1152.0
USA,Northampton Generating Company LP,13.626008090972899,50.00744969387054,9501.415441835403,121,10.3,1136.0
USA,Foster Wheeler Mt Carmel Cogen,0.0,0.0,0.0,400,8.6,1110.0
USA,John B Rich Memorial Power Station,40.73477363586426,149.49661924362184,28404.35765628815,506,8.0,1194.0
USA,St Nicholas Cogen Project,16.382131271362304,60.12242176589966,11423.260135520935,418,8.3,1177.0
USA,Wheelabrator Frackville Energy,51.17984519958496,187.8300318824768,35687.70605767059,452,8.3,1191.0
USA,Panther Creek Energy Facility,39.265994949340815,144.10620146408078,27380.17827817535,384,8.200000000000001,1216.0
USA,Kline Township Cogen Facility,85.05124618530273,312.138073500061,59306.23396501159,446,7.7,1219.0
USA,Westwood Generation LLC,9.340901279449463,34.28110769557953,6513.41046216011,377,8.9,1138.0
USA,Logan Generating Company LP,0.0,0.0,0.0,0,0.0,0.0
USA,Chester Operations,4.108353004455566,15.077655526351926,2864.754550006866,4,12.600000000000001,1097.0
USA,Chambers Cogeneration LP,0.0,0.0,0.0,4,12.5,1089.0
USA,CP Crane Power  LLC,2.2166704177856444,8.135180433273314,1545.6842823219297,2,0.0,0.0
USA,P H Glatfelter,23.171017570495604,85.03763448371886,16157.150551906583,143,11.3,1019.0
USA,Brunner Island,24.94331043243408,91.54194928703308,17392.970364536286,95,11.5,995.0
USA,AES Warrior Run Cogeneration Facility,13.212948150634764,48.491519712829586,9213.388745437622,194,11.200000000000001,909.0
USA,Luke Mill,69.61713638305663,255.49489052581782,48544.02919990539,344,10.600000000000001,943.0
USA,Conemaugh,0.0,0.0,0.0,335,9.8,1096.0
USA,Seward (PA),54.40937400817871,199.68240261001586,37939.656495903015,345,9.9,1097.0
USA,Homer City Generating Station,0.0,0.0,0.0,363,9.4,1106.0
USA,Keystone,9.502972965240478,34.87591078243255,6626.423048662185,313,9.4,1062.0
USA,Colver Power Project,0.0,0.0,0.0,591,8.1,1154.0
USA,Ebensburg Power,0.0,0.0,0.0,662,8.0,1163.0
USA,Cambria Cogen,0.0,0.0,0.0,644,7.9,1151.0
USA,Johnsonburg Mill,14.465378456115722,53.0879389339447,10086.708397449493,496,7.2,1124.0
USA,TalenEnergy Montour,3.584802212715149,13.156224120664596,2499.6825829262734,167,9.600000000000001,987.0
USA,Cayuga Operating Company,53.42740921020508,196.07859180145263,37254.932442276,123,8.6,866.0
USA,Greenidge Generation LLC,0.0,0.0,0.0,149,8.9,812.0
USA,Dunkirk Generating Plant,32.118657989501955,117.87547482147217,22396.340216079712,184,8.8,1009.0
USA,Somerset Operating Co LLC,3.4399756097793577,12.624710487890242,2398.694992699146,91,8.700000000000001,813.0
USA,RED-Rochester  LLC,4.840634784698486,17.765129659843446,3375.3746353702545,136,8.6,809.0
USA,Merrimack,43.26438354492187,158.78028760986325,30168.254645874018,64,7.800000000000001,1004.0
USA,Schiller,12.870736751556397,47.235603878211975,8974.764736860276,9,8.5,1121.0
USA,Brayton Point,3.4982123899459836,12.83843947110176,2439.3034995093344,6,10.100000000000001,1181.0
USA,Bridgeport Station,0.8655997645854949,3.1767511360287664,603.5827158454656,3,0.0,0.0
USA,S D Warren Westbrook,9.181233882904053,33.695128350257875,6402.074386548996,19,7.800000000000001,1137.0
USA,LaFarge Alpena,5.4927489376068115,20.158388601017,3830.0938341932297,175,6.300000000000001,723.0
USA,Shiras,23.417497558593748,85.94221604003906,16329.02104760742,192,4.5,789.0
USA,Presque Isle,4.336280431747436,15.914149184513091,3023.6883450574874,181,4.4,790.0
USA,Neenah Paper Munising Mill,12.418401374816893,45.575533045578,8659.35127865982,199,5.1000000000000005,849.0
USA,Verso Paper Quinnesec Mich Mill,32.44660949707031,119.07905685424805,22625.020802307128,333,4.800000000000001,777.0
USA,Rhinelander Mill,18.685804328918454,68.57690188713073,13029.61135855484,475,4.4,786.0
USA,Aurora Energy LLC Chena,0.0,0.0,0.0,0,-2.9000000000000004,321.0
USA,University of Alaska Fairbanks,0.0,0.0,0.0,0,-2.8000000000000003,309.0
USA,Eielson AFB Central Heat & Power Plant,0.0,0.0,0.0,0,-3.7,356.0
USA,Virginia,3.038598928451538,11.151658067417143,2118.8150328092574,438,3.1,700.0
USA,Taconite Harbor Energy Center,27.268534240722655,100.07552066345214,19014.348926055907,210,4.4,713.0
